	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99	sample_100
2865715225_2	0.0	0.0	0.0	1336.0929856064186	635.0	0.0	695.8897412545623	0.0	0.0	812.0953279310287	0.0	0.0	0.0	0.0	0.0	0.0	1023.0324345736597	331.0753047192271	1654.1263752625102	0.0	1860.5057170088191	0.0	138.64847491315786	690.0	0.0	1389.3510519809963	279.6858283967612	0.0	0.0	0.0	875.2543776947919	0.0	0.0	287.6627959808575	643.5217571044294	0.0	679.0	0.0	3637.3505404169055	0.0	0.0	24.446388192898283	0.0	6997.8836541381	28.405883873239056	0.0	64.65758121902931	1052.1319900887813	0.0	0.0	1853.9021001062838	36.3859676448281	0.0	619.2990039364948	0.0	0.0	814.0	1647.967537925833	266.0	2004.5858078304689	0.0	7294.3479330252985	3026.7347000876834	21.0	90.40352613309462	0.0	330.5475421720006	496.0	0.0	0.0	410.1426579156634	0.0	0.0	0.0	297.43620057262774	494.2999706244821	816.9259206073414	273.23951063700565	0.0	0.0	0.0	89.84252676231874	0.0	0.0	335.7026902872063	3634.814065754512	273.3836033046797	0.0	621.0	0.0	0.0	866.0	0.0	0.0	729.2131832393349	0.0	0.0	0.0	256.7676479289581	0.0	0.0
2865730395	0.0	0.0	525.6165121893962	0.0	0.0	0.0	0.0	531.0	0.0	0.0	1163.577582797392	2992.056591617328	0.0	0.0	3066.6202034695802	0.0	0.0	0.0	0.0	1201.9351616292752	1801.3037445536693	0.0	478.3372335155841	0.0	0.0	0.0	0.0	1289.4748822301292	524.8051124407934	0.0	0.0	173.63681772334186	885.0	0.0	0.0	0.0	0.0	285.1059754412112	495.0	0.0	487.46797016632337	0.0	0.0	0.0	1966.6404491308454	0.0	687.5028052304336	0.0	1921.5092408210958	148.97309245989584	447.1804515664638	0.0	959.0	2756.587392642481	0.0	1233.434029245313	244.94327639301272	0.0	861.5091773679338	5713.9680248097675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.0	848.0	0.0	0.0	0.0	518.3954209907563	0.0	5.159345228994128	0.0	0.0	2468.845007174984	0.0	1375.375547580156	77.90049120291467	199.0	0.0	1475.4309989894102	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1374.651731161871	0.0	430.57862509511665	0.0	0.0	0.0	0.0
2865869608	478.5647030772122	0.0	0.0	123.0	0.0	199.93869389714246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.12611852868693	0.0	274.0	0.0	434.7441085556567	1918.8261138030048	0.0	153.1212400656259	202.08743562687854	0.0	0.0	896.3257352872906	0.0	9727.35881690139	0.0	229.46399495322814	0.0	227.45523781776657	0.0	443.0	0.0	0.0	4630.06814567008	0.0	351.5060063653332	0.0	0.0	453.98648370819217	273.5901731653598	132.52223683663652	4937.085027312627	0.0	0.0	0.0	37.90399483828051	0.0	0.0	0.0	0.0	0.0	229.21355203253458	12.505856712208393	5267.944245426705	0.0	0.0	1151.8038425782638	85.64532500558248	0.0	5019.665723831449	0.0	0.0	0.0	4024.282660939127	0.0	0.0	1472.39480190342	0.0	211.4407201152161	0.0	0.0	0.0	245.0605851158295	0.0	311.0	0.0	0.0	131.0	532.047510615431	0.0	742.6950292479225	0.0	0.0	0.0	42.83324265819406	0.0	934.0	0.0	0.0	478.25294346178833	0.0	535.6925978747906	327.42065142870007	0.0
2865885487	949.0	0.0	0.0	537.0	314.18266694080637	0.0	576.752410658196	349.6178652070503	467.0	2004.0243100761725	464.2845975073859	155.73654104207824	0.0	154.0	0.0	0.0	0.0	135.75826985496184	1628.2742442340968	0.0	0.0	0.0	207.0	0.0	1162.26466376531	6728.557178895915	433.0	579.6288957484968	162.44668634898952	0.0	0.0	0.0	38.953324444429846	1211.1580280033209	1769.3322671948922	528.0	0.0	351.9358179261	111.41233436693261	0.0	0.0	0.0	0.0	0.0	0.0	266.48558780421877	0.0	0.0	190.81308776761105	215.4348655101281	0.0	0.0	117.83910960362506	0.0	1241.2754251646825	0.0	1528.9736166944458	0.0	0.0	0.0	531.0	0.0	1416.7306100225214	0.0	0.0	0.0	0.0	1864.6147865821738	0.0	0.0	0.0	0.0	0.0	362.87854074737925	0.0	668.0	847.097643172108	182.89784917443563	723.1951415711161	2696.0938156391926	0.0	0.0	653.5228433495373	86.01791202040056	402.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.039279181396488	0.0	0.0	0.0	2436.3494967919255	0.0	325.5993437451648	0.0
2865893607	0.0	889.0	0.0	0.0	4217.694561694058	475.7373145888478	0.0	831.4280889879782	0.0	511.0	0.0	0.0	36.10013675258984	0.0	403.92048000753573	99.38049293524355	0.0	8106.943452835005	0.0	164.0	0.0	0.0	0.0	0.0	0.0	532.7961715358998	0.0	295.0	0.0	0.0	448.0	178.1968255322322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.0	0.0	1207.9359974677757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.029718169094025	810.0	0.0	0.0	0.0	0.0	361.4537814883427	1539.7735947255317	351.55420044647417	515.6962900638641	0.0	426.0065619125013	0.0	429.5647004550392	0.0	576.8893068121522	0.0	0.0	0.0	0.0	0.0	24.0	0.0	1442.369172729444	0.0	0.0	0.0	653.4091846936034	0.0	1412.2319757291684	0.0	0.0	0.0	1087.7650265688926	0.0	0.0	604.8411723795296	0.0	3820.858236680826	0.0	120.22197998040932	134.48068000513337	826.0	51.34224354269361	0.0	767.894131440079	0.0	1247.2574331215972
2865903728	0.0	0.0	0.0	22.64643700417615	0.0	617.1196027552131	0.0	0.0	0.0	0.0	0.0	0.0	856.9326314392721	0.0	0.0	544.3701255050157	0.0	0.0	0.0	0.0	0.0	0.0	2301.3558067754525	0.0	406.1142203244778	371.5160760871696	59.44202587334994	0.0	447.9607994907297	0.0	0.0	215.0	0.0	0.0	0.0	0.0	694.5499688027469	183.98028591682188	9.869441440363584	0.0	311.0686032398147	0.0	220.9921324006453	0.0	0.0	133.8268785436056	0.0	0.0	509.0	0.0	0.0	1372.2897054020614	0.0	116.37892739502092	1664.564582268774	194.53817440517813	579.2609688407433	0.0	297.0	32.12125108355932	318.41702095574266	0.0	0.0	0.0	0.0	0.0	0.0	521.0	0.0	140.7125756670266	540.3338359142153	0.0	24.0	710.5772234058678	0.0	0.0	0.0	774.0	0.0	0.0	40.37967495176843	1261.5089736983314	0.0	0.0	952.8716972478833	0.0	198.0	0.0	0.0	760.5022241187135	0.0	432.0	0.0	0.0	1169.4238512059258	272.0	403.0	0.0	209.9774412867308	1846.548381610471	0.0
2865919580	0.0	597.0	393.5344121692417	0.0	0.0	1482.1905688562013	19.0	0.0	412.6845330372521	787.8572437565575	0.0	0.0	0.0	745.0	0.0	0.0	0.0	0.0	0.0	975.0	2116.589026385406	209.30385721885597	0.0	0.0	150.0	0.0	252.29456395341708	0.0	727.0207402340016	891.736395407288	2570.8636858750833	0.0	136.28690521521813	0.0	759.0	0.0	0.0	0.0	979.6835693335728	10.33897246213837	0.0	244.05630053572048	0.0	307.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3625.211978602504	2493.1154135345832	642.0	0.0	173.1525213734423	0.0	594.0	8.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	493.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.00192137940675	582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	799.6594585352199	461.0	116.35484078866969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.0	0.0	0.0	366.0
2865965909	0.0	45.487804123715584	0.0	27.99867971082224	0.0	0.0	0.0	1532.091161713953	0.0	132.56388958989615	155.7839163692564	1034.6949281480802	160.0	21.42250516504368	0.0	370.0	0.0	0.0	0.0	0.0	84.0	217.37406028369978	0.0	0.0	0.0	307.0	0.0	0.0	0.0	415.1157079224092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1965.0455839828628	580.0	0.0	0.0	903.3901847233408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2724.747604384455	0.0	0.0	0.0	0.0	797.0	0.0	0.0	0.0	0.0	4884.259511670087	0.0	0.0	0.0	64.85760748591643	0.0	0.0	380.3840407439813	0.0	331.15569591935326	0.0	36.08270821213301	0.0	153.71448505715105	0.0	0.0	0.0	46.47078362345222	85.0	0.0	212.55391177552954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510.0	0.0	0.0	0.0	219.75179810828735	0.0	0.0
2866339652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	165.0	0.0	0.0	189.90796737873748	0.0	0.0	0.0	0.0	6379.851124338198	0.0	177.0	0.0	427.04016988962223	0.0	672.7777979285157	0.0	485.0	0.0	973.0	0.0	0.0	0.0	0.0	363.8921888492451	0.0	226.0	0.0	0.0	23.30641775819263	1372.6945363688965	0.0	1455.6429899339453	36.882892432612486	0.0	0.0	0.0	0.0	179.0	499.6990849617883	535.969041332033	0.0	0.0	403.87459666889663	337.6401790176674	333.8305668838417	0.0	0.0	0.0	0.0	1114.7903175080894	81.71606402412687	0.0	212.28027995254735	2806.508832594359	0.0	0.0	0.0	0.0	196.678379474546	0.0	371.86299901255524	2227.3314696684715	319.80732540549536	401.07982764742144	0.0	98.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.9872496030878	0.0	273.07265023464834	0.0	0.0	974.7104199320338	251.8933837630798	0.0	0.0	0.0	85.0	1200.536027122774	285.1859239049371	10.734981060316	0.0	0.0
2866629147	0.0	161.29370447524366	0.0	103.77880896628086	16.76610961101759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	973.0	0.0	434.0742486278116	0.0	295.9135988993059	799.0	1789.8178361717871	0.0	790.5991564688754	0.0	0.0	0.0	0.0	134.3901268528985	0.0	0.0	655.0	0.0	0.0	0.0	0.0	0.0	189.25496972620016	0.0	1584.6319088235598	0.0	0.0	0.0	1211.373322321998	0.0	0.0	408.0	499.6283729160541	103.0	0.0	926.0	261.13653869819615	994.0	593.0	318.3781092821854	0.0	0.0	0.0	0.0	0.0	545.5857879630278	786.4160103286976	2681.232810408638	0.0	597.9101201005122	0.0	138.47252835897092	0.0	0.0	0.0	0.0	187.38312737235987	38.0	1748.474869095101	0.0	0.0	507.2060762888276	794.4113740085231	0.0	0.0	0.0	0.0	578.0	0.0	0.0	222.0	0.0	762.0	0.0	344.1085817296071	478.4440996854993	0.0	291.1045314129098	0.0	1560.4617508643753	0.0	0.0	0.0	667.0	0.0	0.0	0.0	0.0
2867002583	538.0	0.0	0.0	0.0	214.0451961499732	2723.9808421868765	0.0	946.2716516021267	684.0	0.0	0.0	0.0	0.0	0.0	0.0	2254.4369797047316	1019.3178078449336	0.0	0.0	0.0	0.0	1526.1308655075718	0.0	235.1613966900402	0.0	0.0	840.0	0.0	0.0	1113.1932375741642	0.0	1687.044637731205	437.8231514425479	0.0	0.0	0.0	188.0	763.4900191663952	771.0	0.0	7.4511673304972215	0.0	445.0	101.61623876475234	776.6489815418294	0.0	148.0	0.0	0.0	0.0	0.0	393.0	131.11116880827527	210.73949511762078	478.9004509019005	275.2904197603125	0.0	87.40623761058266	0.0	351.0	0.0	644.5247093646437	0.0	1683.834502793081	0.0	0.0	878.0	299.403440460336	824.9221107311621	0.0	91.5620560142434	222.90698228274408	0.0	1307.5034389622	713.6934736753411	206.1985333604738	0.0	0.0	0.0	358.2036817493316	49.0	0.0	0.0	0.0	142.70949436044162	35.0	0.0	2066.7566854882466	3464.1930073347403	0.0	175.0	616.7697865047298	785.2117930595001	267.71606416685313	11.410031234837769	99.0	0.0	0.0	0.0	0.0	0.0
2867002583_1	0.0	403.09223480158056	0.0	373.6408117661556	947.6844958402559	929.0	51.034711586481166	0.0	0.0	0.0	0.0	509.9169278392952	0.0	459.2380600803194	527.2370061147794	0.0	0.0	637.0	0.0	0.0	0.0	389.1364809035967	0.0	0.0	216.98336326472446	0.0	304.0	923.0	96.1360551616453	0.0	0.0	0.0	1111.5015737801496	76.56732162683117	0.0	0.0	2069.7597343467723	35.0	0.0	0.0	309.0	0.0	122.26250372443107	67.0	0.0	471.0	0.0	0.0	260.43077634625894	140.52653263100834	969.7037931433027	0.0	864.0	0.0	0.0	0.0	0.0	0.0	1163.8706286615238	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	1365.7636688617843	0.0	96.83000423331362	0.0	0.0	544.0	0.0	0.0	0.0	618.3075301907642	0.0	525.696989205981	322.4844055824225	562.915091232583	0.0	30.164294829010856	0.0	517.458013409856	339.68391719298984	1573.9345899881077	0.0	283.59987705493	0.0	0.0	257.88572594575584	0.0	1523.6446517006837	0.0	0.0	30.0	2124.440052435884	0.0	0.0
2867002583_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	739.4188961088313	2042.0774996362081	0.0	0.0	175.20986574873243	157.5274200932499	0.0	0.0	1326.8875048650373	0.0	0.0	0.0	0.0	0.0	0.0	2499.4820216200114	0.0	2259.995848902981	0.0	144.06925756577598	77.78912708865643	749.6184336568099	0.0	137.3513777817205	0.0	1453.187422334573	0.0	1518.923162399988	0.0	0.0	752.1792901109792	0.0	2957.624925488706	784.4010851598817	0.0	0.0	0.0	418.4582031241656	417.0	0.0	0.0	47.0	0.0	0.0	2406.5768190197805	773.0209458493556	0.0	0.0	0.28645765365206516	25.0	0.0	841.0	0.0	462.5180604000977	0.0	3108.832706558409	50.0	350.1077088360913	0.0	0.0	118.0	0.0	0.0	26.72817985493153	720.0	632.0	0.0	462.0	869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	3979.926142249411	396.678829984993	0.0	0.0	0.0	2631.2158889420693	0.0	0.0	621.0	0.0	0.0	386.0	572.9489029904177
2867014926	950.8733709223453	0.0	0.0	0.0	0.0	171.5151485112448	1850.9692662418609	693.0	0.0	0.0	0.0	216.88261595227277	0.0	0.0	0.0	245.49868597534038	899.7430853329088	0.0	0.0	1256.787258387729	0.0	0.0	0.0	42.49404428403313	0.0	0.0	1874.1572179496259	878.0	0.0	545.9511360317522	387.3998958332982	0.0	121.19209728173354	510.9555803166546	0.0	0.0	0.0	612.5461595634999	0.0	349.74089973031727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1133.796424302978	0.0	0.0	0.0	89.21315830253893	132.72312422617662	0.0	0.0	0.0	0.0	773.0	0.0	421.0	0.0	20.253504299298417	865.6760788609477	929.4629665754402	752.8073690021633	0.0	0.0	454.24971354962713	0.0	2221.9550663903556	0.0	0.0	0.0	28.666048707278776	2458.4001141275558	0.0	0.0	0.0	0.0	0.0	0.0	347.43881620965277	534.0	0.0	0.0	230.5746600896625	0.0	240.7005761982831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	691.6159074709736	0.0	316.340605913117	0.0	0.0
