	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99	sample_100
2576861825_5	521.9879909538382	0.0	0.0	0.0	0.0	0.0	321.85955451697856	0.0	0.0	378.2424671833163	0.0	1231.134651187106	890.0	0.0	400.55723781754415	210.7473566979722	0.0	0.0	235.0	0.0	296.5404582461543	465.5255627247966	0.0	0.0	1583.4882336481967	0.0	0.0	621.5504064574594	0.0	0.0	0.0	0.0	0.0	0.0	424.0	197.22549709749836	1114.345000139413	0.0	278.0	0.0	0.0	0.0	0.0	0.0	426.0	0.0	841.3867420497274	0.0	0.0	0.0	58.115228166109226	0.0	0.0	3657.7286837013244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.47262128874976	455.0	0.0	555.0	0.0	421.0	0.0	925.7192410451793	0.0	0.0	0.0	0.0	0.0	0.0	629.6105303599693	0.0	132.32792331674705	603.5336748181372	0.0	0.0	0.0	522.0	0.0	0.0	0.0	0.0	84.9575882226467	0.0	0.0	939.0	1318.806743557461	0.0	78.0	187.0	859.1097262864192	0.0	0.0	0.0
2582580502	0.0	0.0	0.0	0.0	770.0545161864894	23.630285653831212	0.0	0.0	0.0	0.0	675.852911642853	0.0	1419.628995977865	0.0	94.24122377970657	0.0	4048.4280449021326	0.0	0.0	0.0	0.0	484.87356528014897	0.0	0.0	0.0	0.0	56.047023323677195	0.0	150.0	3627.458322643826	128.94386360883823	0.0	770.0	0.0	303.9754198457971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	816.0	0.0	483.0	480.4370536179181	0.0	1074.9814323879525	0.0	0.0	785.0	0.0	0.0	0.0	358.06023913649125	0.0	0.0	0.0	0.0	941.8058402011523	0.0	982.0	711.7439130079724	0.0	88.6272428599267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.464909862715864	441.9288619717801	172.70043571281542	3163.768448895876	0.0	246.66445150638287	759.9879408752587	302.0324237994111	358.0122404235759	2942.218914091516	0.0	0.0	0.0	371.83669992331255	0.0	3106.0000855295802	0.0	0.0	0.0	0.0	0.0	521.6636142160401	0.0	278.0	0.0	0.0
2582580502_1	0.0	0.0	330.8740025033002	0.0	371.30990292982517	470.0	700.0	670.0	0.0	0.0	407.8410348390758	37.0	0.0	0.0	1265.768644646884	139.3246664738902	544.358517069177	648.0	0.0	29.928586504329644	1616.0066647978178	0.0	0.0	402.0	1323.181244939834	74.50521382355277	651.0101558321143	0.0	0.0	0.0	0.0	0.0	820.9923313246189	263.32114761074934	203.15700850725335	180.45986952762755	0.0	418.41300035596265	0.0	190.7359300863929	0.0	677.7222521487204	0.0	995.0	21.325809538158733	0.0	0.0	512.6209207786577	0.0	2.357026502366736	0.0	0.0	77.53557528820181	85.97971760819199	0.0	0.0	0.0	0.0	942.9791824257101	0.0	0.0	361.7787079233618	0.0	0.0	0.0	166.38284282732823	635.3048745801357	0.0	0.0	0.0	60.68632881720716	623.2172348526688	0.0	0.0	332.19910457952443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.93015289437386	925.0191142718888	0.0	0.0	0.0	414.0792753309003	517.3583905825901	0.0	44.51120139687262	195.79327669432467	0.0	0.0	0.0	0.0	984.6996278278716	1281.0510726657105	761.0433188104879	1766.7409383232468	0.0
2582581301	0.0	0.0	45.892988799208794	0.0	7.0	0.0	1260.5986335201198	0.0	0.0	203.8661865455627	1.5191731349301523	0.0	0.0	82.10609732764752	1198.9366144332862	773.2906331807108	0.0	0.0	166.77042342100253	0.0	1105.778772397539	402.58058760775384	0.0	0.0	445.0	0.0	0.0	0.0	301.7639029070326	0.0	0.0	531.2573038355703	132.0	0.0	479.7519380639558	0.0	479.0	1326.1461687899925	119.83973436400834	128.668446549202	343.7222541862819	0.0	94.84148423426488	1089.8932849469431	0.0	113.95947020594524	0.0	153.08483489463157	900.9460236932475	0.0	0.0	520.1537715417193	0.0	0.0	215.66591788575622	0.0	0.0	0.0	0.0	795.0	1438.098275281069	98.0	0.0	31617.75189321679	224.76903432847442	0.0	0.0	0.0	0.0	0.0	0.0	354.7747124782016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	533.0	249.3542014606749	0.0	0.0	0.0	0.0	0.0	172.0	137.8745927591242	332.9804163426213	13.904639403497637	202.0	0.0	999.3125045609391	57.07801555249204	186.0
2582581301_1	723.6529037968505	0.0	0.0	0.0	9.42845559903623	717.7246720045989	0.0	0.0	0.0	370.19926503696576	0.0	841.0	347.21236705138733	0.0	0.0	0.0	36.0	0.0	0.0	1592.5690769730681	0.0	0.0	0.0	275.25901369779194	0.0	0.0	0.0	448.0	0.0	0.0	0.0	0.0	0.0	0.0	456.1822011505764	0.0	0.0	1107.8088552499692	0.0	0.0	49.2580081044608	96.84093377671148	0.0	3499.424853007045	0.0	0.0	317.0	824.062629305259	1626.8048673638632	0.0	491.0	308.6191640658386	0.0	0.0	0.0	0.0	1137.8250271293798	188.28267639284547	0.0	937.0	419.3473454035754	0.0	442.0	0.0	728.0	1147.5426817650584	0.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	523.1143185204244	994.9273947675155	22.96039860324158	0.0	0.0	0.0	171.02863394513608	469.2351745128904	0.0	992.0	910.0	206.98913796673546	213.0	189.0	0.0	0.0	0.0	0.0	0.0	184.4456853828043	0.0	0.0	0.0	0.0	0.0	775.1050543891027
2582581301_2	0.0	611.0	316.9853366855198	0.0	0.0	373.34481303434785	1533.718667502535	409.30124506391184	563.1981087225165	9.577074555621298	224.0	0.0	0.0	0.0	429.0	1969.0930482798542	0.0	0.0	0.0	4123.434160073563	246.64682289891968	164.43155198782054	269.6544189319004	0.0	31.311852429985386	0.0	0.0	0.0	1538.8089821272113	0.0	312.3379107514482	1553.7781039641216	0.0	28.74914563092983	0.0	839.2820577043004	47.43821009233916	0.0	3254.558653740121	0.0	491.91772492588785	0.0	0.0	0.0	445.0	255.19012503664203	905.0296931328987	0.0	0.0	126.45130076387433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1905.4403364570023	631.0947607717816	0.0	607.8359241723664	0.0	0.0	3084.6126859205224	0.0	0.0	0.0	0.0	906.0	0.0	0.0	0.0	51.24332534748885	0.0	368.7149672887967	62.39880569669478	0.0	58.283060204195706	432.0	1852.0994148268098	0.0	0.0	0.0	0.0	174.45598912342203	139.1287629937955	182.19145006353432	2431.255695427221	171.59752573864228	0.0	0.0	475.1356607701609	0.0	0.0	0.0	117.45809942356995	350.6663753182636	674.7457222890674	0.0	802.0
2582581301_3	142.89019200516816	0.0	0.0	172.26813920553153	0.0	406.3474429782843	0.0	0.0	93.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	579.0	11.627396466452808	0.0	0.0	0.0	272.62592447142157	0.0	0.0	0.0	0.0	641.0	0.0	0.0	0.0	314.7012260273133	0.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	827.0	0.0	0.0	0.0	0.0	0.0	667.6361048391705	0.0	0.0	0.0	372.75301052969746	0.0	0.0	680.0	868.0	0.0	858.2262643233057	19.0	0.0	497.5788995428066	359.0	0.0	0.0	0.0	0.0	0.0	0.0	10.967101451538117	112.11123616350274	0.0	0.0	35.00169970887555	0.0	624.8141196885969	0.0	0.0	483.0	871.0	0.0	0.0	0.0	112.57546689450352	397.0	140.7463857030324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1824.6736955891656	1433.7947269900083	989.0	0.0	0.0	0.0	0.0	0.0	0.0
2582581301_4	0.0	259.01476801064655	0.0	0.0	0.0	0.0	0.0	0.0	404.9171774526282	0.0	0.0	32.19178410662277	0.0	0.0	0.0	0.0	49.12375313622614	15.0	0.0	0.0	0.0	44.486819433558914	262.7237638872335	1146.680440095763	0.0	0.0	3653.9428796241673	0.0	0.0	968.0	0.0	1101.8192609421144	357.0	0.0	0.0	2217.1024261597895	0.0	0.0	133.26156589545204	0.0	0.0	0.0	0.0	99.0	331.5603072468213	0.0	0.0	0.0	0.0	2260.7159001196032	398.92536243196855	0.0	0.0	674.0	0.0	0.0	0.0	0.0	0.0	4.947463110207526	350.87832276499466	208.86761268234906	0.0	0.0	227.0	0.0	907.8241846726061	26.79110238056946	24.0	0.0	0.0	619.8318096821355	0.0	126.14802662289694	0.0	444.87291974597616	2321.479389551287	0.0	383.0	0.0	0.0	0.0	0.0	72.10395157446817	309.28713388180256	0.0	0.0	5.338356094012887	0.0	0.0	151.10337791207388	65.91729842652646	107.14903693986575	952.0	0.0	0.0	670.1492534534201	748.0	0.0	137.78159504681784	0.0
2582581301_5	0.0	0.0	0.0	311.0	271.0	0.0	903.0	0.0	0.0	1138.6329559630826	67.0	89.88076032766838	0.0	635.0	0.0	0.0	0.0	0.0	91.96773266431796	0.0	938.0	0.0	0.0	0.0	1887.1404943595526	5723.390160874677	0.0	434.87623101919945	0.0	0.0	865.0	0.0	0.0	0.0	0.0	0.0	122.61440403354582	638.3889884204797	837.614709955705	0.0	0.0	425.1764993456502	0.0	0.0	880.7062028222232	0.0	630.0	0.0	747.0	0.0	0.0	52.92240426492976	0.0	26.584252723076208	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	675.0	0.0	0.0	0.0	0.0	334.0	0.0	0.0	581.0	253.65483289183075	0.0	3590.170917645545	0.0	0.0	3219.5639880505037	0.0	0.0	106.6682553229143	2404.8842330952957	986.0	1954.0485998272793	0.0	1021.0376881149308	565.0	155.71596602486994	402.3802833076966	18.95154872937872	0.0	0.0	0.0	1600.9877089439426	132.0782094667269	490.7317495949606	537.8238735195553	507.37545000677267	222.54183070897247	0.0	0.0	0.0
2582581301_6	0.0	88.54999616148416	0.0	0.0	1350.6954197427208	0.0	695.0	0.0	0.0	0.0	0.0	777.0	0.0	1815.2673219659914	31.49263587784397	225.0	0.0	0.0	0.0	457.49661053801225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	530.1352418895872	0.0	0.0	55.62769018315999	897.0	325.55757897769854	926.0	0.0	0.0	0.0	28.405590195344562	721.0980027767697	0.0	0.0	993.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	550.0	0.0	334.0	339.47520160064346	0.0	0.0	304.7406925198288	0.0	115.33933494529882	69.47369213241689	0.0	887.4634418033277	0.0	0.0	0.0	240.01743297455377	0.0	130.07023752778244	70.38397242099114	0.0	0.0	1214.614622405789	0.0	1145.94191212495	197.67776987852085	0.0	7114.213793036522	827.0	0.0	0.0	0.0	0.0	983.5498421094369	63.82739518488321	1558.2201778622234	0.0	264.2928198069508	0.0	0.0	1123.171745835409	67.24266439140648	307.0	0.0	0.0	0.0	992.9132868269674	0.0	3296.9339975772514
2582581301_7	0.0	0.0	0.0	0.0	0.0	715.0	523.9434276347274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	428.36076698638794	0.0	288.0	0.0	185.74603276626678	0.0	498.0	0.0	0.0	452.18256981743417	0.0	0.0	0.0	172.52510035942757	324.83562507076175	1063.703760545183	0.0	0.0	0.0	0.0	0.0	2988.8035020374305	0.0	0.0	0.0	1233.563060988683	0.0	0.0	0.0	0.0	0.0	0.0	293.6041688367313	1212.154927550427	0.0	0.0	113.86716732234817	419.0956169642869	174.6258039132746	0.0	319.777847392034	0.0	0.0	0.0	480.42165274817063	0.0	0.0	0.0	0.0	199.7110470339102	137.7076103304886	352.82367912836844	0.0	349.87131350326877	292.4591813689894	0.0	0.0	0.0	0.0	351.4897948278182	299.0	688.3289811411511	0.0	287.0	697.0	0.0	6.413781174412604	704.0	4274.924881512267	0.0	0.0	1037.05236042315	8943.323150601302	224.0	0.0	1757.162382378536	0.0	344.6829360984763	0.0	139.0	288.0	0.0	98.78031770527258	0.0	0.0	0.0	0.0
2582581864	0.0	0.0	0.0	143.32463023718716	0.0	33.204834073655896	0.0	0.0	0.0	0.0	510.3503217502909	272.60500970080585	0.0	0.0	391.0	0.0	0.0	1317.9741842175365	489.0	879.5532789302027	0.0	0.0	0.0	748.0	0.0	1216.4434350077413	0.0	292.7764212037768	0.0	0.0	0.0	0.0	0.0	0.0	1423.566534815066	0.0	0.0	0.0	450.50390053781103	1128.5585640387003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3348.056217666159	1636.1018213114862	0.0	0.0	0.0	486.99307304590457	1814.670219599539	0.0	712.0	0.0	0.0	375.8418769214993	0.0	0.0	0.0	183.1670519089864	0.0	0.0	603.7385842405154	518.0601320773325	153.26228406844135	0.0	0.0	558.6216185470503	276.0	0.0	0.0	11.333418948082786	875.9989314536593	434.0	0.0	0.0	378.899405777101	0.0	480.34486040306183	0.0	1000.4098456303294	80.13737966293812	0.0	639.6699342094955	0.0	261.4634213659084	334.8217432621613	1194.4155415025455	434.0	26.295948363593517	542.9210042516853	0.0	0.0	273.18990912269663	170.32466323524983	0.0	116.52625791757168
2582581869	0.0	0.0	0.0	818.8476045443375	0.0	348.0	0.0	743.0	585.0633198244973	0.0	0.0	381.0	118.92231844954877	399.3207014697458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	677.7418574631674	0.0	0.0	1905.817472743216	544.1408953235677	864.6699082254158	0.0	0.0	803.9636555029572	0.0	0.0	0.0	0.0	29.81572296198744	0.0	878.6623642872249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.76606580801065	300.0	261.0	293.08055971750673	0.0	0.0	671.4821359773931	4359.207472240612	0.0	327.0	186.74163678721223	0.0	0.0	0.0	1818.3814881045396	0.0	0.0	0.0	241.0344652383874	788.0	0.0	929.0	0.0	582.8855558015488	0.0	332.70525689003824	0.0	0.0	0.0	0.0	0.0	0.0	216.83201701587035	1489.90096261478	0.0	0.0	0.0	89.10232594813638	0.0	637.0649695722392	1301.9673520489766	1184.363930274078	0.0	0.0	0.0	0.0	44.94870803696294	0.0	0.0	102.32192096562744	215.73816950997164	0.0	261.0
