	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85	sample_86	sample_87	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_99	sample_100
2865407219	672.0	728.0	751.0	0.0	2358.912306654163	916.9811396147436	0.0	0.0	0.0	58.607154014958766	0.0	275.8059514370452	0.0	0.0	0.0	0.0	0.0	6917.491135449602	0.0	0.0	0.0	682.0	0.0	311.4545434859548	0.0	744.5628595296874	217.58957025671592	0.0	0.0	0.0	413.19435974770147	39.9315464656698	274.3782636004408	0.0	0.0	0.0	0.0	0.0	0.0	181.6927802053083	0.0	415.0	0.0	681.2631437441199	110.85018422192927	0.0	0.0	468.0	960.0	0.0	5.728852150689817	263.18218834979206	0.0	0.0	0.0	0.0	0.0	0.0	277.6562171045098	26.975305047086884	112.15721000408195	893.7501055083185	68.44716229704254	0.0	0.0	0.0	0.0	339.0	536.1693101306162	0.0	409.0	0.0	0.0	729.3241938658399	5329.762732506471	0.0	0.0	857.0	387.6681272297998	669.628551841258	407.0	0.0	870.551934994057	0.0	1883.767089357404	0.0	0.0	0.0	313.1143244725764	0.0	866.0	0.0	542.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0
2865412664	0.0	0.0	0.0	0.0	494.84361861258367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.77778289526637	580.0	0.0	1329.454284261269	0.0	636.0	0.0	478.5526621066132	0.0	564.0	1303.5381220329762	0.0	659.0	0.0	921.2025759178247	722.5060106418612	0.0	0.0	125.10409007774223	0.0	0.0	0.0	0.0	37.11656714761929	4.113211320917547	0.0	46.88336046477569	0.0	299.2674006021219	981.0	0.0	0.0	0.0	0.0	146.44276859293933	59.0	0.0	0.0	100.94090838775982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	808.0	0.0	0.0	3525.78669306867	0.0	0.0	146.94985463168086	96.74925453427308	0.0	0.0	0.0	0.0	1303.075399697851	699.544998813939	456.0483967819169	1832.809880244109	3495.0234574801048	630.8104720450052	0.0	0.0	593.4975041507882	0.0	0.0	0.0	0.0	0.0	0.0	239.15905226827607	1117.077810493589	0.0	0.0	0.0	0.0	72.37529999383088	4254.606100646348	0.0	0.0	0.0	0.0
2865418304	0.0	0.0	649.133933371873	0.0	477.0	0.0	0.0	535.444760850265	4.771201778042091	0.0	57.767442298077434	501.0	0.0	0.0	0.0	0.0	949.4408500781792	9.211858505129795	157.0	666.0	219.7167762802123	0.0	176.0	0.0	277.0169080254622	544.0	0.0	0.0	0.0	300.87775763542413	332.3259639362107	332.71883569061913	127.80080165224712	145.7491885226185	0.0	0.0	0.0	0.0	0.0	0.0	613.1788063174081	1462.5868864929218	0.0	0.0	0.0	102.55508514875973	1097.538198616655	0.0	954.0045295953488	0.0	0.0	0.0	0.0	120.78140087727888	96.84019089495926	0.0	96.0	0.0	46.772054100668676	0.0	389.30386947235274	0.0	792.0145646991846	1895.6121370901387	0.0	0.0	0.0	56.34431626642918	421.08334422517805	386.18949756965407	583.2588021624126	802.0	0.0	0.0	601.6678794648253	0.0	0.0	0.0	0.0	0.0	849.696460342694	0.0	0.0	527.0	472.6356413770506	754.0	0.0	1588.0345717624064	739.0	479.1745392513305	0.0	0.0	96.14213628207948	0.0	13521.376973945418	0.0	1160.5076116766384	1225.7597398580513	0.0	0.0	0.0
2865423940	0.0	0.0	0.0	307.7212919265213	0.0	2010.190491622943	329.1294613427728	0.0	779.0	0.0	1264.6178544192037	0.0	294.1953683465516	2264.8005961195463	515.8748296446795	0.0	0.0	0.0	707.0	284.0	0.0	518.1353600998381	0.0	0.0	0.0	0.0	0.0	136.93017304440065	0.0	0.0	215.3266148494579	534.4194433847898	0.0	0.0	0.0	0.0	0.0	373.93411965967323	509.0	0.0	0.0	0.0	723.0	22045.62492218648	713.759704214642	0.0	1052.2505909488425	593.0227124403441	622.0	0.0	365.0	0.0	249.15557256923245	80.68193013683691	384.38277833390987	494.24759943551703	0.0	1690.7156160850568	0.0	1007.0880064653815	768.5579870568448	279.0	0.0	0.0	0.0	644.0	0.0	161.92223394474524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	359.0842133143875	866.3077279875141	0.0	129.57770783323292	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	389.6927152736703	0.0	0.0	733.2183555916513	0.0	0.0	0.0	514.6073562497642	365.71716153612107	806.1689092581947	0.0
2865429847	0.0	0.0	0.0	2052.328103068887	0.0	0.0	0.0	1221.7363777413254	0.0	152.82372952355863	0.0	0.0	121.46094127313476	0.0	190.1518572362432	402.0	913.0	0.0	251.0	158.0	0.0	0.0	127.48587553915681	283.81530601925294	14.496291726052089	0.0	526.0	0.0	449.0	0.0	490.6339629881884	465.0	0.0	0.0	1422.0503504799203	0.0	0.0	0.0	1614.6126469441763	0.0	0.0	0.0	48.4008324043039	0.0	0.0	502.5035236513709	0.0	539.7210415208295	103.0	0.0	0.0	6509.207298987446	0.0	0.0	2278.559330999434	127.0	0.0	467.1606602170988	0.0	0.0	51.84077840975271	18.0	0.0	0.0	0.0	0.0	0.0	0.0	492.09598366199765	345.93009946254875	0.0	0.0	774.4732347772308	0.0	0.0	0.0	0.0	817.1698460789164	83.01431917386388	0.0	91.12779011296337	213.92870389418093	0.0	0.0	923.8144451801892	0.0	305.39099584714967	0.0	0.0	0.0	0.0	0.0	794.0	194.66331841980156	747.7285106432681	0.0	392.69349773509157	81.0	0.0	0.0	0.0
2865435581	0.0	1146.4914932439992	328.9713703145251	0.0	98.37837153932225	0.0	988.0	0.0	0.0	1580.3833743519479	463.78268480058955	0.0	0.0	0.0	218.8676757330795	3203.7613127259388	0.0	48.39464152910607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2753.826505641105	0.0	103.60613603536382	745.0580565770478	0.0	101.0	0.0	0.0	0.0	704.7601401916575	449.98155961761313	0.0	3832.7103033011463	0.0	121.9132661954242	0.0	238.60117561342986	1727.8783993656273	0.0	927.3275630956442	0.0	28.0	0.0	5881.121922184317	0.0	0.0	0.0	0.0	884.0	0.0	0.0	412.3850300959474	0.0	0.0	0.0	0.0	3949.451067108662	1044.3958209432199	0.0	0.0	0.0	604.5235335345745	0.0	0.0	82.17052021954039	0.0	302.90949199545696	1427.8423790668091	0.0	0.0	1336.5544677218995	0.0	151.66497945872905	0.0	530.189506472515	0.0	0.0	257.9930425824321	0.0	0.0	0.0	0.0	312.074405731002	0.0	0.0	568.9193781611277	1135.7975439143597	830.5861131040955	0.0	152.99906844951252	0.0	662.2091541004921	0.0
2865439911	0.0	658.2808697287339	0.0	564.0	131.1800070908326	4373.758877514049	780.2571557089044	416.0	590.018018141273	0.0	0.0	479.6324143026819	213.78807136831827	332.76549676892427	0.0	58.466467535744584	0.0	0.0	960.0	120.126298928295	1166.9991123573545	228.2917283974565	338.0875552659318	0.0	748.0921546618523	0.0	0.0	172.8909971734609	1573.5124401991716	7955.649533438993	256.0	0.0	0.0	0.0	694.9840420690672	0.0	0.0	597.0	281.847483947021	0.0	215.04747221625112	0.0	0.0	0.0	0.0	0.0	13.986249342921285	1288.3032284344017	2233.0854160775866	696.2942336363993	684.6439177867687	402.30506244342433	0.0	0.0	225.6265543455032	0.0	0.0	153.0523178389542	0.0	0.0	0.0	0.0	239.28849277035573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1626.1139948008952	0.0	0.0	301.13271889609103	2258.5760846138296	0.0	1112.7105943602114	0.0	456.0	0.0	0.0	445.0	294.2589263618146	0.0	70.36630688943389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.24397624535486	0.0	0.0	220.0	0.0	10.938740387677122	359.9755194687435	0.0	0.0
2865445953	814.0	0.0	0.0	129.0	0.0	0.0	24.82022055839301	0.0	0.0	134.801869294002	452.3693218560861	213.63698015760457	0.0	0.0	0.0	241.0	0.0	271.261853720358	1272.4686937554563	127.82960668936657	61.1230164018825	173.0	0.0	0.0	516.3141523901082	0.0	0.0	590.0	0.0	0.0	138.01592990434756	0.0	0.0	3412.3024378657806	68.98565472243754	0.0	434.0687833212381	544.2242312481723	738.0	168.07027263626202	490.37744019285856	0.0	0.0	1129.383330908589	0.0	0.0	0.0	3458.0651485751	0.0	50.121577384680705	977.0	0.0	0.0	0.0	451.7492710749436	0.0	206.22197412634597	456.19334824257345	1429.943634979131	1067.0455098404427	588.9740048699905	0.0	0.0	55.0	885.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.66786487022878	132.97349991498885	0.0	0.0	0.0	829.9698190204916	328.67574525171057	911.5514933239604	0.0	0.0	0.0	923.0	0.0	5265.229096152131	0.0	71.0	0.0	441.0	0.0	147.84938015083878	0.0	478.5470893309595	0.0	228.77667425155198	858.0	0.0	0.0	107.0
2865449495	59.86709447571712	0.0	0.0	0.0	121.29439339120037	0.0	298.0	0.0	0.0	0.0	0.0	641.2748747442787	103.72801881947245	0.0	150.1558139029972	0.0	0.0	628.6780443273052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377.0217742054156	0.0	0.0	0.0	0.0	0.0	74.27133151148287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.20991091973542	0.0	0.0	0.0	111.83583878397492	183.85399346938485	0.0	0.0	119.48057537708124	0.0	0.0	0.0	559.6666748588544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2705.0303503872537	0.0	955.2922399162065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.7547778630869	0.0	98.07296976754763	0.0	0.0	425.65883108383827	257.7713214351918	0.0	0.0	0.0	211.59352491153024	0.0	0.0	0.0	0.0	0.0	435.0	87.0	0.0	0.0	0.0	0.0	357.0	0.0
2865450702	0.0	328.0	720.259632535577	2676.941464010861	0.0	0.0	0.0	750.0	4393.761328506333	0.0	0.0	0.0	313.77716394547497	0.0	133.0	2712.8080215298282	94.0	0.0	25.350241429157983	0.0	457.4401110879486	0.0	0.0	0.0	126.05586181416936	0.0	0.0	320.0	0.0	0.0	0.0	0.0	0.0	2547.584346240087	0.0	369.56569914643285	0.0	628.0	1532.726405498394	76.31114736030628	191.76288636327155	52.87361506372841	318.0	0.0	562.4894477853003	52.909129134919695	0.0	0.0	0.0	981.9406040582359	0.0	0.0	0.0	0.0	109.99995937418421	0.0	193.4062261959212	431.14664279223575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	431.3611655884257	987.0	104.43122553445627	3.2844410510225304	0.0	0.0	0.0	169.25319465752793	0.0	0.0	0.0	0.0	1539.5739774183157	0.0	0.0	407.4976335379128	0.0	0.0	0.0	0.0	42.60344578942835	422.0	282.8733496516697	0.0	253.82663509996138	0.0	0.0	363.0	0.0	0.0	395.0	0.0	695.0	398.5561281544098	0.0	0.0
2865451959	922.0	287.12075235510554	0.0	1369.0233638488066	0.0	0.0	561.1391503938355	0.0	0.0	171.38478394561074	0.0	524.0	0.0	185.35270227020055	0.0	580.0	288.01582395835914	415.0	0.0	0.0	203.51135137735858	0.0	0.0	0.0	0.0	344.7599324669145	126.21424573259732	0.0	0.0	0.0	1325.7955710916342	3907.0097213573054	0.0	817.5939485233588	0.0	1071.0112026074537	70.91709852702718	0.0	41.385228024219465	0.0	379.0	0.0	0.0	0.0	0.0	68.05138072785402	1306.0692872949057	764.3403385465966	0.0	0.0	0.0	518.0	0.0	822.0	0.0	0.0	0.0	312.8559755939592	1261.442682381043	0.0	0.0	0.0	0.0	120.25484265277306	924.1708131594045	131.09550595518638	0.0	534.0	0.0	225.83643799534795	0.0	1009.2558615074007	0.0	4.627734690399076	0.0	0.0	0.0	273.952139844972	0.0	0.0	0.0	839.0	0.0	618.3047137768815	427.0339569762287	1066.4395924489932	0.0	0.0	0.0	285.0	0.0	0.0	4.672948366888867	0.0	0.0	0.0	1060.3749634237427	0.0	0.0	0.0	0.0
2865454630	203.42665255095272	730.0	0.0	0.0	0.0	0.0	0.0	3.6968224130629674	0.0	0.0	993.8969348519761	0.0	250.64343683208426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2293.8322789406893	0.0	157.22915162091854	0.0	0.0	137.0	840.0	0.0	0.0	547.0	1983.2847406905485	0.0	305.26360585632233	0.0	0.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	854.0	832.1482363571918	240.0	0.0	0.0	0.0	321.9523881342654	404.12783181204003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	655.0	0.0	74.21320727779037	0.0	0.0	0.0	46.60965751095696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.5798360235782	0.0	0.0	208.50313975666978	0.0	964.0	3765.4783635764757	257.2664086626941	402.0	1007.7994608767959	0.0	0.0	143.99633041290764	300.4007622254706	4087.8984785441357	0.0	142.51642168722134	442.2366373388577	0.0	0.0	989.3372396125837	0.0	0.0	0.0	0.0	0.0
2865457301	53.211929697747514	0.0	0.0	464.0	2130.2956133042176	0.0	0.0	0.0	775.0	0.0	0.0	0.0	2790.452730114231	0.0	1243.0815395323143	833.0827047295537	934.4047247205568	0.0	0.0	0.0	2093.3412416232195	494.0	742.808545996566	869.3068678231034	0.0	630.6860989819667	0.0	142.0452533466723	47.38999838591068	0.0	0.0	560.7556677051493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.19502901772626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.0	0.0	0.0	202.3407374349015	0.0	0.0	0.0	0.0	0.0	1133.1295186618831	0.0	0.0	0.0	0.0	0.0	0.0	397.0	149.70944112615118	0.0	30.0	1098.2145806899	0.0	0.0	312.42002394371326	0.0	0.0	0.0	0.0	0.0	869.0	0.0	2.0	0.0	0.0	0.0	285.074375055543	0.0	0.0	144.80411019184058	518.8821373948177	1911.9306363929534	0.0	0.0	501.0	0.0	0.0	307.2227897904509	0.0	0.0	0.0	263.0	0.0	1005.911537366642	0.0
2865459908	0.0	200.0	41.0	0.0	0.0	302.40661668451315	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	1089.5817948782192	0.0	0.0	163.51863031981964	0.0	0.0	18.32643095877553	0.0	0.0	384.1627544774496	0.0	0.0	9.582755505759424	12.413898769308947	0.0	0.0	193.6251379444725	484.44387991868086	1038.3333246988673	0.0	0.0	0.0	1025.6407283514434	632.0	0.0	0.0	22.342389802824847	624.0	0.0	0.0	0.0	0.0	768.0926062300877	0.0	827.7184210180164	88.86422188570201	2023.052825230146	0.0	0.0	169.69912961319892	0.0	85.27189408227112	0.0	1053.6162959546105	1486.1303338201765	0.0	0.0	908.0	33.245673024706534	0.0	1156.3900754048682	705.6642623622249	0.0	535.6397083289254	0.0	0.0	550.5615924872243	342.9099901328315	742.4840341072785	0.0	1260.5136309032855	0.0	0.0	2165.429939726901	1373.227074907313	0.0	0.0	799.0	8524.149601407988	481.72190109112364	4660.501302136311	0.0	0.0	0.0	0.0	0.0	769.1426914085417	0.0	0.0	0.0	0.0	0.0	0.0	255.7173515342932	0.0	996.5605153244212	0.0
